title,price,address,latitude,longitude,description,room_size,furnished,private_bathroom,individual_or_double,room_position,rooms_available,flat_size,number_of_bathrooms,elevator,pool,terrace,washer_machine,dryer_machine,air_conditioning,heating,internet,tv,storage,flat_condition,pets_allowed,couples_allowed,smoking_allowed,original_file,date
habitación doble en avinguda de barcelona 15,450.0,"avda. barcelona núm. 15,                                                                                                                              pla de sant magí,                                                                                                                             igualada",41.58606 ,1.6159524,"se alquila habitación amplia en la zona de poble sec, igualada (cerca de oficina de correos en la avenida barcelona). piso totalmente reformado, luminoso, amueblado con cocina equipada. dos baños, una terraza y un trastero interior. ubicado en zona comercial, cerca al paradero de autobús. gastos incluidos.a 10 minutos caminando del centro. preferible contactar por teléfono.",large,True,False,False,,4,98.0,2,True,False,False,True,False,True,False,False,True,True,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
agosto disponible,400.0,"c/ sepulveda  núm. 90,                                                                                                                             la nova esquerra de l'eixample,                                                                                                                             barcelona capital",41.378899 ,2.1571952,"habitación luminosa aconchegante, un sitio tranquilo . whatsapp",small,True,False,True,,1,92.0,2,True,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de girona 150,400.0,"c/ girona núm. 150,                                                                                                                             la dreta de l'eixample,                                                                                                                             barcelona capital",41.398777 ,2.1660538,"se alquila a 410 euros habitacion individual para hombre o mujer, en calle girona barcelona, habitacion con ventana a la luz y baño privado estancia mínima 6 meses, bien comunicado (a 10 m de metro verdaguer línea azul 5 ), amoblado (escritorio, silla, estanterías y armario empotrado), teléfono fijo con llamadas nacionales gratis, acceso a todos los servicios del piso, incluido internet 10 megas wifi, tv con tdt; cocina totalmente equipada, se pide un mes de fianza (reembolsable); hay mucha libertad e intimidad.",medium,True,True,True,,4,90.0,2,True,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
"habitación armario y cama con somier nuevos, escritorio wiffi",400.0,"c/ castellar núm. 420,                                                                                                                              ca n'anglada,                                                                                                                             terrassa",41.5758319 ,2.0325616,"habitación amueblada buen colchón nuevo, electrodomésticos, nevera grande nueva, todos los servicios, se pide demuestre ingresos fijos, persona responsable, educado/a, limpio/a y responsable",large,True,False,True,,4,80.0,1,True,False,False,True,False,False,True,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
duplex en carrer de mercè amell 5,695.0,"c/ mercè amell núm. 5,                                                                                                                              vallpineda-rocamar,                                                                                                                             sant pere de ribes",41.246075 ,1.7911419,"una amplia habitación con vistas a la montaña, separada de la casa, con baño propio y amplia terraza de uso exclusivo. además de una nevera y cocina de gas también de uso exclusivo.",large,True,True,False,exterior,3,120.0,2,False,False,False,True,False,True,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de baix 14,350.0,"c/ baix núm. 14,                                                                                                                              centre,                                                                                                                             terrassa",41.56134 ,2.0108879,"vivienda situada en el centro de terrassa, al lado de la rambla i en la esquina de la plaza vella. zona escolar, comercios, supermercados y estación ferrocarriles muy cerca.es una calle peatonal por lo cual es una zona muy tranquila.",small,True,False,True,,2,76.0,1,False,False,False,True,True,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de benavent 18,334.0,"c/ benavent núm. 18,                                                                                                                             la maternitat-sant ramon,                                                                                                                             barcelona capital",41.37834 ,2.1251354,"piso a 5 minutos de l5, badal y a 2min del camp nou. habitacion recien amueblada con cama, mesita de noche y escritorio. los muebles son nuevos y hay posibilidad de venderlos al interesad@. consta de calefacción electrica y buena iluminación. buen ambiente residencial.",small,True,False,True,,3,75.0,1,True,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer del riu anoia 23,450.0,"c/ riu anoia núm. 23,                                                                                                                              sant cosme-la granja,                                                                                                                             el prat de llobregat",41.3160864 ,2.0830311,"habitación luminosa con escritorio grande, cama doble para 1 chica sola  de trabajo en prat , 2 compañeras  muy simpaticas . cerca metro l9 parc nou y amazon , mejor para las chicas quien trabajan en el aeropuerto prat.  disponible a partir de 6 . mayo , el precio gasto incluido, si tienes intetesa, me contacta por whatsapp  655979264 solo,  muchas gracias.",large,True,False,False,exterior,3,105.0,1,False,False,False,True,False,True,False,True,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en plaça de l'onze de setembre 5,450.0,"pza. onze de setembre núm. 1,                                                                                                                             vallparadís,                                                                                                                             terrassa",41.56562 ,2.0217035,"habitación luminosa y tranquila, con todos los servicos incluidos.esta al lado de la universidad, tren, bus, mutua terrassasuper céntrica.  barrio centro en vallparadíssolo para chicas respetuosas, estudiantes que quieran tranquilidad y buen ambiente de convivencia.",medium,True,False,True,exterior,3,120.0,2,True,False,False,True,True,True,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en passeig de la vall d'hebron 272,440.0,"pseo vall d'hebron núm. 280,                                                                                                                             montbau,                                                                                                                             barcelona capital",41.437958 ,2.1532886,"(para entrar ya )es una habitación luminosa y acogedora. el piso cuenta con todas las comodidades: internet de alta velocidad, lavadora, cocina nueva, etc. es exterior y tiene vistas a la montaña muy cerca de la universidad y campus mundet a 1 minuto del metro valldaura el piso esta ubicado en una zona muy tranquila, ideal para estudiantes. si te interesa mandame un email y te doy mas informacion: robert_bcn1 hotmail.com",small,False,False,True,exterior,2,55.0,1,False,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
se alquila habitacion en centro de barbera del valles,400.0,"c/ dr moragas núm. 240,                                                                                                                                                                      barberà del vallès, barcelona",41.5167642 ,2.1238572,"se alquila habitaciones en sitio muy centrico y soleado, todo exterior. todas las habitaciones son dobles. al lado del ambulatorio, ayuntamiento y mercadona, a 200 metros de las piscinas municipales y pistas de atletismo. a 5 minutos a pie de la estacion de tren y cerca de la universidad autonoma.",large,True,False,False,exterior,4,140.0,2,True,False,False,True,False,False,True,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer del vallès 45,450.0,"c/ vallès núm. 45,                                                                                                                             sant andreu,                                                                                                                             barcelona capital",41.43121 ,2.1869485,"se alquila una habitación en el barrio de san andreu, cerca de la rambla de fabra y puig y del metro l1 fabra y puig. la habitación está amueblada con cama sencilla, armario empotrado, mesita de luz y escritorio (tal como en las fotos), también se ofrece ropa de cama, sábanas, almohada, edredón.el piso tiene todas las comodidades, cocina equipada, baño con plato de ducha grande, y un amplio balcón.en el precio del alquiler van incluidos todos los gastos de agua, luz gas y productos de limpieza.es una segunda planta con ascensor hubicado en una calle muy tranquila. el barrio tiene todos los servicios, supermercados, bares y restaurantes, tiendas, bancos, gimnasios y parques dónde poder pasear o hacer deporte.somos dos personas y nos gusta respetar el espacio de los demás pero también vivir en un ambiente amigable.si quieres hacer una visita escribeme por aquí o al número 691629344.un saludo",small,True,False,True,exterior,1,75.0,1,True,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de la gleva 53,300.0,"c/ gleva núm. 53,                                                                                                                                                                      sant hipòlit de voltregà, barcelona",42.01361 ,2.2366884,"se alquila habitació en piso moderno y tranquilo de 95m2. se alquila con el uso completo del piso. dispone de un balcon muy grande con sofas y mesa. cocina completa con lavabajillas, horno mirco y cafetera. dispone de wifi en todas las zonas.",medium,False,False,True,exterior,3,95.0,2,True,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de rabassa 43,600.0,"c/ rabassa núm. 43,                                                                                                                             la vila de gràcia,                                                                                                                             barcelona capital",41.408363 ,2.1572232,"piso a compartir en el barrio de gracia. metro joanic l4 y lesseps l3, bus h6 24 y d40 a cinco minutos del piso",large,True,False,False,exterior,4,80.0,2,True,False,False,False,False,False,False,True,True,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en avinguda de la mare de déu de bellvitge 12,350.0,"avda. mare de déu de bellvitge núm. 12,                                                                                                                              bellvitge,                                                                                                                             l'hospitalet de llobregat",41.347656 ,2.1074746,"se alquila habitación a persona sola, limpia, tranquila y que esté trabajando preferencia hombre disponible para entrar a vivir desde ya 652804242",medium,True,False,True,exterior,1,75.0,1,False,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación para señora,300.0,"c/ valencia  núm. 22,                                                                                                                                                                      vallirana, barcelona",41.3715255 ,1.9407138,habitación para señora con coche,large,True,True,True,exterior,1,400.0,3,True,False,False,True,False,False,True,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
duplex en carrer de pérez galdós 76,450.0,"c/ pérez galdós núm. 76,                                                                                                                             can palet,                                                                                                                             terrassa",41.55801 ,2.0269945,"piso de dos plantas. con baño completo en cada planta. habitaciones muy grandes y luminosas con televisión, mesa escritorio y armario o vestidor. todas las habitaciones tienen su propia llave. limpieza de las zonas comunes cada semana. cocina equipada, labadora y secadora. a minutos de las universidades",large,True,False,False,exterior,5,150.0,2,True,False,False,True,True,False,False,True,True,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en avinguda de l'abat marcet 209,400.0,"c/ abat marcet núm. abat marcet,                                                                                                                              antic poble de sant pere,                                                                                                                             terrassa",41.5747169 ,2.0091786,"alquilo habitación con todas sus comodidades en terrassa, adecuada para estudiantes y/o trabajadoras, de preferencia chicas, zona muy tranquila y bien comunicada, interesadas contactar por whatsapp, si eres de fuera video llamada y te enseño el apartamento. hello:room  to rent, with all its comforts in terrassa, suitable for students and/or workers, preferably girls, very quiet and well connected area, interested contact by whatsapp, if you are from outside video call and i will show you the apartment",medium,True,True,True,exterior,4,115.0,2,True,False,False,True,False,True,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer d'ermengarda 14,550.0,"c/ ermengarda núm. 14,                                                                                                                             hostafrancs,                                                                                                                             barcelona capital",41.376194 ,2.1417274,"todos los gastos incluidos: electricidad, agua, gas, internet, limpieza, impuestos, comunidad, seguro.cocina equipada: nevera, congelador, lavadora, microondas, airfryer, utensilios.zonas comunes: todas con ventanas exeriores y luminosas.alrededores:-condis (supermercado), 2m.-parque de la españa industrial, 70m.-aldi (supermercado), 80m.-metro l1, 240m.-estacion central de sants, 420m.-metro l3, 480m.-metro l5, 440m.-mercado municipal, 250m.-plaza españa, 710m.-biblioteca parque joan miro, 750m.",medium,True,False,True,,4,100.0,1,True,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en avinguda de la generalitat 184,400.0,"avda. generalitat núm. 184,                                                                                                                              el torrent ballester-can palmer-can batllori,                                                                                                                             viladecans",41.311707 ,2.0159364,"se alquila habitación en viladecans a sra. sola, o personal del aeropuerto, habitación individual amueblada, consta de canape, colchon nuevo, armario de 2 puertas y 2 cajones, comoda de 4 cajones y 3 estanterias, baño independiente-todos los servicios, bus, tren, hospital, ambulatorio etc.gastos incluidos, no mascotas.se requiere referencias",small,True,True,True,exterior,4,90.0,2,True,False,False,True,False,True,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de padilla 160,470.0,"c/ padilla núm. 160,                                                                                                                             el fort pienc,                                                                                                                             barcelona capital",41.401287 ,2.1831217,"zona sagrada familiahabitacion grande muy comoda, habitacion propia, no compartida, con todo lo necesario  para habitarla, cama ,  muy buen colchon y almohadas , escritorio grande , sillon , armario, ventana grande ,mesa de luz,,, mucho silencio y orden permanente ,la  limpieza de zonas comunes esta incluida en el preciopor whatsapp,,, 34-627287897",medium,True,False,True,exterior,3,72.0,2,True,False,False,False,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en avinguda del carrilet 5,750.0,"avda. carrilet núm. 5,                                                                                                                             la bordeta,                                                                                                                             barcelona capital",41.366493 ,2.13596,alquilo habitación para una persona+extras del inmueble: gimnasio privadoen el precio de la habitación entran todos los gastos incluidos! incorporación inmediata.*requisitos: -responsabilidad y seriedad-vida diurna-sin mascota-no fumar,small,True,False,True,exterior,2,300.0,1,True,True,False,True,True,True,False,True,True,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de balmes 326,575.0,"c/ balmes núm. 326,                                                                                                                             el putxet-el farró,                                                                                                                             barcelona capital",41.403053 ,2.144009,"habitación exterior en piso de 5 habitaciones y 2 baños, solo chicas, ascensor, servicio de portería, cerca de todos los servicios.",medium,True,False,True,exterior,5,160.0,2,True,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en plaça de barcelona 11,600.0,"pza. barcelona núm. 11,                                                                                                                              centre,                                                                                                                             sant cugat del vallès",41.469383 ,2.082169,"habitación amueblada en alquiler, 30 metros cuadrados. casa antigua, con cocina y aposentos muy grandes. ambiente tranquilo, máximo 3 personas. nevera privada, calefacción, wifi, tv. no fumadores, no mascotas. céntrico, 5 minutos de los fgc.",large,True,False,True,exterior,2,200.0,1,True,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de wagner 107,450.0,"c/ wagner núm. 101,                                                                                                                             cementiri vell,                                                                                                                             terrassa",41.5622023 ,2.0257306,"habitaciones sólo para estudiantes de las universidades de terrassa incluidos los gastos de luz, agua, calefacción,internet y limpieza semanal de zonas comunes",medium,True,False,True,,4,80.0,2,True,False,False,True,False,False,False,True,True,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de la riera baixa 22,520.0,"c/ riera baixa núm. 22,                                                                                                                             el raval,                                                                                                                             barcelona capital",41.3804386 ,2.167903,"only/sólo whats message app: +34. 684. 358. 756.english & spanish -versión-.room for rent only for 1 person. king size bad. the flat is very quiet and anyone have his privacy. the room is confortable, flat full equiped. is shared with other. there is a private bathroom and private exterior balcony very sunny, kitchen living american style with table. common rooftop for dry the clothes. the total price incluyed a bills of wather, energy , gas, heating radiator, fast (cleaning service of common zone one time for week and only a pivate bathroom have a plus of 20€/month) habitación solo para 1 persona. cama doble en piso equipado de todo. se comparte con los de mas la cocina concomedor estilo americano. la habitacion tiene bano privado y balcon exterior privado muy soleado. hay terrado comunitaria para secar ropa.gastos incluidos de agua, luz, gas, calefacion a radiadores, internet veloz ( limpieza de zonas comunes una veces a la semana y el bano privado, tiene un extra de 20€)",large,True,True,False,exterior,1,80.0,1,False,True,False,True,False,False,False,True,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carretera vilanova de sau 2,350.0,"cra. vilanova de sau núm. 2,                                                                                                                                                                      folgueroles, barcelona",41.935974 ,2.3149226,en alquiler bonita habitacion independiente y con balcon en el pueblo tranquilo de folgueroles. al lado de parada de  bus. somos familia tranquila i respectusa y buscamos un inquilino igual,medium,True,False,True,exterior,3,98.0,1,False,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de sicília 96,495.0,"c/ sicília núm. 96,                                                                                                                              montigalà-sant crist,                                                                                                                             badalona",41.454643 ,2.2193599,"si estás buscando una habitación de alquiler, nosotros te ayudamos.ofrecemos una vivienda de 80 metros cuadrados, en una primera planta sin ascensor, recién reformada, dividida en 5 habitaciones todas ellas con ventilador, 2 de ellas son de matrimonio y tres individuales, tres de ellas con frigorífico – congelador compacto en la propia habitación, cocina amplia que dispone de frigorífico con congelador, microondas, cocina y horno con mesa y sillas, lavadero con lavadora y tendedero, lavabo completo de 3 piezas, con ducha, mampara y mueble, además de aseo de dos piezas. recibidor amplio y pasillo, la distribución es ideal porque permite la privacidad entre las habitaciones.las habitaciones disponen de cerradura, están amuebladas, todo a estrenar, se compone de camas dobles, mesitas, armarios de 2 y 3 puertas, mesa y silla. ofrecemos el servicio de internet de alta velocidad incluido en el precio. tiene una decoración que invita al descanso y relajación.",large,True,False,False,exterior,5,85.0,2,False,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de wellington 90,400.0,"c/ wellington núm. 90,                                                                                                                             el parc-la llacuna del poblenou,                                                                                                                             barcelona capital",41.392654 ,2.1854215,"alquilo habitación al lado del parc de la ciutadella. da a patio interior. cerca de la universidad pompeu fabra, (bau, ecib, stik art studio...etc). muy próxima a vila olímpica. un entorno muy bonito y tranquilo. con parques y zonas verdes muy cerca. además, está muy bien comunicado con todo tipo de transportes públicos. interesadas llamar o whats al 640 84 26 37 para visita. gracias.",small,True,False,True,exterior,1,100.0,1,True,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de sant francesc 1,350.0,"c/ sant francesc núm. 1,                                                                                                                                                                      cervelló, barcelona",41.39674 ,1.9594502,"es busca persona respectuosa i neta per compartir pis. amb treball vigent demostrable (mostrar les darreres nòmines), no fumador@, no parelles i no mascotes. habitació lluminosa al centre del poble aprop de tots els serveis.",medium,True,False,True,exterior,3,90.0,1,True,False,False,True,False,False,False,False,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en avinguda del carrilet 328,420.0,"avda. carrilet núm. 328,                                                                                                                              centre,                                                                                                                             l'hospitalet de llobregat",41.35653 ,2.0989316,"ambiente agradable, todo exterior, habitacion juvenil con cama de 1,80x90 tenemos terraza grande, calefacción, internet ect. en avd. carrilet, 328 hospitalet de llobregat, centro. metro línea 1, carrilet, renfe y autobuses, a pocos pasos muy cerca, igual que los supermercados. pedimos que la persona que quiera convivir con nosotros sea sobre todo limpia y educada. el ambienteaquí es familiar. sí a alguien le interesa esta habitación mi teléfono es loli.no estamos en santa eulalia como dice , lean bien el anuncio es parada metro línea 1 roja y bajar en avda. carrilet.",medium,True,False,True,exterior,4,90.0,2,True,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de bacardí 14,450.0,"c/ bacardi núm. 12,                                                                                                                              santa eulàlia,                                                                                                                             l'hospitalet de llobregat",41.3626688 ,2.1286694,"habitación cama doble muy luminosa con mobiliario casi nuevo. se alquila solo para una persona. la finca es muy tranquila, segura y nueva (2019), todo el mobiliario en el piso es casi nuevo. el piso está a 2min de la parada del ferrocarril ""idefons cerda"" y a 3min de una parada de autobús av. granvia natzaret donde pasan las principales líneas (aeropuerto a 30 min, centro barcelona a 15min,.. . ). piso cerca también del centro comercial gran via 2 (tiendas, carrefour, cine.. . ) y a 2min de un mercadona y el mercado de santa eulalia. muy importante que la persona sea muy limpia y muy respetuosa. 40€/noche. gayfriendly",small,True,False,False,exterior,2,55.0,1,True,False,False,True,False,True,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación en el raval,400.0,"c/ guifré núm. 9,                                                                                                                             el raval,                                                                                                                             barcelona capital",41.381324 ,2.166457,"hola. mi compañera de piso (27 años, traductora, profesora de español para extranjeros) y yo (49, humanista, profesor de secundaria) buscamos una compañera de piso tranquila y razonable.",medium,True,False,True,exterior,3,42.0,1,False,False,False,True,False,False,False,False,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer del call 8,900.0,"c/ call núm. 8,                                                                                                                             el barri gòtic,                                                                                                                             barcelona capital",41.38205 ,2.1757016,"¡habitación disponible para entrar el 3 de abril!se alquila habitación grande de 30m² (un estudio) en piso de 80m². el precio es de 900€ con gastos a parte y el piso está totalmente reformado. la habitación tiene baño propio, es un espacio muy íntimo ideal para parejas, el piso está totalmente amueblado, la habitación consta de dos armarios para la ropa, una cajonera grande, una cama de matrimonio, dos mesitas de noche, un escritorio con silla, un sofá-cama (por si vienen visitas) y una mesa para el sofá. mi pareja y yo vivimos en el otro lado de la casa en una habitación con las mismas características. compartimos la parte de la cocina y la galería donde hay una lavadora y una secadora. está situada en pleno centro de barcelona, detrás de la plaza sant jaume y a dos minutos de las ramblas, entre la parada de metro de jaume i y liceu.se alquila por 900€ al mes con un mes de fianza con los gastos de electricidad mensuales y el agua bimensual a repartir.",large,True,True,False,exterior,2,80.0,2,False,False,False,True,True,False,False,True,False,False,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer d'aragó 600,570.0,"c/ aragó núm. 600,                                                                                                                             el clot,                                                                                                                             barcelona capital",41.408875 ,2.1875145,"se alquila  habitacion matrimonial espaciosa.se alquila a parejas trabajadoras o a pensionistas con ingresos demostrables sin hijos,no fumadores y no se admiten mascotas.metro linea 1 roja clot y renfe a 200 metros.",large,False,False,False,exterior,3,95.0,1,True,False,False,True,False,False,False,True,False,True,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
atico en carrer del cinema bel 20,510.0,"c/ cinema bel núm. 20,                                                                                                                              centre,                                                                                                                             cornellà de llobregat",41.353943 ,2.069916,"habitacion con cama grande en bonito atico con terracita y mucho sol con llave privadamuy bien comunicado para ir en poco tiempo a zona universitaria diagonal upc , ub , esadetransporte:metros linea 5 color azul tram directo zona universitariametro baix llobregat a plaza españa renfe rodalies 3 paradas hasta plaza cataluña ramblas ( tarda unos 12 minutos)totalmente amueblado y con ropa de camaambiente de estudiantes y de practicas interacionales",small,True,False,False,exterior,1,120.0,2,True,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación doble en carrer de sant eudald 40,550.0,"c/ sant eudald núm. 40,                                                                                                                             la salut,                                                                                                                             barcelona capital",41.414604 ,2.1469915,"gastos de luz, agua y gas y limpieza de zonas comunas incluidos.2 baños con bañera y habitacion muy independiente de las demás.estrenarás sabanas, almohada, toalla.en la mejor zona de barcelona a pocos metros de el famoso park güell estarás a tan solo 3 paradas de passeig de gracia en metro pero en una calle tranquila.",large,True,False,False,exterior,4,125.0,2,True,False,False,True,False,False,False,False,False,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer del fluvià 95,650.0,"c/ fluvià núm. 97,                                                                                                                             diagonal mar-el front marítim del poblenou,                                                                                                                             barcelona capital",41.40764 ,2.205921,"habitacion en poblenou con baño y ducha propia, ubicado en un piso 14 con vista a montañas y mar.a 6 calles de la playa y 10 minutos en metro del centro. multiples medios de transporte, l4, tranvia y bus",small,True,True,True,exterior,1,79.0,1,True,False,False,True,True,False,False,True,True,True,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer dels castillejos 175,680.0,"c/ castillejos núm. 175,                                                                                                                             el fort pienc,                                                                                                                             barcelona capital",41.401897 ,2.184146,"ofrezco una sección de la casa de dos habitaciones en un apartamento recientemente pintado con cocina y ducha nuevas. el apartamento se comparte sólo conmigo. hay mucho espacio en los estantes y sol y una cama doble, y el otro espacio se utiliza como armario y/o estudio. en el apartamento también viven dos pequeños gatos felices. ¡tenemos un espacio privado de 30m2 para nosotros solos! es realmente bonito y muy relajante volver a casa.está en un apartamento típico del eixample, con bonitos suelos estampados. el barrio es tranquilo, de muy fácil acceso entre poble nou y glorias y el centro está justo bajando la calle. tenemos acceso a la línea roja, línea magenta y también bicicletas, autobuses y tranvías.",small,True,False,True,exterior,4,100.0,1,True,False,False,True,False,False,False,True,False,True,refurbished,,,False,pisocompartido_20240505_raw.json,2024-05-05
tranquilidad para estudiar o descansar,435.0,"c/ josep sangenis  núm. 7,                                                                                                                             la vall d'hebron,                                                                                                                             barcelona capital",41.4237349 ,2.1484,habitación amueblado con todo lo que necesitas. compañeras tranquilas y respetuosas. valoramos mucho la gente educada que saben vivir y compartir con otros. gastos aparte en función de cuánto gastamos .un mes de fianza! no dudas en venir a ver!,medium,True,False,True,,3,65.0,1,True,False,False,True,False,True,True,True,True,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de josep sangenís 7,435.0,"c/ josep sangenis núm. 7,                                                                                                                             la vall d'hebron,                                                                                                                             barcelona capital",41.4237349 ,2.1484,habitación amueblado con todo lo que necesitas. compañeras tranquilas y respetuosas. valoramos mucho la gente educada que saben vivir y compartir con otros. gastos aparte en función de cuánto gastamos .un mes de fianza! no dudas en venir a ver!,medium,True,False,True,,3,65.0,1,True,False,False,True,False,True,False,True,True,False,new,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de juan de garay 48-50,550.0,"c/ juan de garay núm. 48-50,                                                                                                                             navas,                                                                                                                             barcelona capital",41.41931 ,2.1830769,"habitaciòn ubicada en excelente sector, cerca de lìneas de metro (roja y azul), cerca a supermercados (bon preu, mercadona, claret...), cerca al cap passeig maragall, en frente del portòn pasan autobuses., y tambièn hay restaurantes y bares.la habitaciòn se encuentra amoblada y en perfectas condiciones, listas para el uso de la persona que lo requierapreferiblemente, que la persona sea:1. ordenada2. respetuosa3. responsable4. disciplinadaya que es para compartir piso con personas mayores.",large,True,False,True,exterior,1,15.0,1,True,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en avinguda de vallcarca 121,480.0,"avda. vallcarca núm. 123,                                                                                                                             vallcarca-els penitents,                                                                                                                             barcelona capital",41.412243 ,2.1433084,"piso compartido con estudiantes y trabajadores, principalmente por chicas, puedo negociar el precio si la estancia es por más de 8 meses. la habitación es muy luminosa y cálida, el piso está en una ubicación muy buena y en una zona muy tranquila y bien comunicada, metro l3 justo al lado y un lidl al que se llega caminando en 10 minutos. todos somos muy educados y respetuosos asi que no te cortes en venir un dia a conocernos y ver la habitación. tenemos un gato, nos turnamos las tareas una semana por persona. si tienes dudas de algo no te lo pienses y escribeme que con gusto te las aclararé.",large,True,False,True,exterior,4,95.0,1,False,False,False,True,False,False,False,True,False,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de cai celi 1,450.0,"c/ cai celi núm. 1,                                                                                                                             la nova esquerra de l'eixample,                                                                                                                             barcelona capital",41.376548 ,2.1448513,"hay una plaza/habitación libre en una casa cerca de pl. españa, barcelona.la gran ventaja - es una casa-academia-comunidad de la amistad, un ambiente de apoyo al crecimiento personal, para mejorar como persona.¿cuánto tiempo luchas, quieres y sueñas vivir mejor?¿te gustaría dejar de tener problemas o que dejen de afectarte tanto?así, esta casa-empresa es para personas, cansadas de la esclavitud en la que vivimos, para los que quieren liberarse.soy víctor vodoévich, entrenador - coach, licenciado en física, economista y filósofo social innovativo.para mejorar nuestras vidas cuento con los mejores conocimientos y posibilidades de emprendimiento honesto (es mejor que el 99% de todos proyectos conocidos).es un “plan b” para ingresos y la vida, lo puedes realizar en tiempo libre y casi sin desplazarte. es para aumentar la felicidad, minimizar errores y dolor, deshacerse del miedo… crecer de verdad, como persona. ¿tendría esto valor para tí?el anuncio completo envio whatsap",medium,True,False,True,exterior,4,80.0,1,False,False,False,True,False,False,False,True,False,True,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
habitación individual en carrer de juan de garay 48,500.0,"c/ juan de garay núm. 48-50,                                                                                                                             navas,                                                                                                                             barcelona capital",41.41931 ,2.1830769,"habitaciòn para mujer sola, ubicada en excelente zona cerca a las lìneas de metro roja y azul, con paso de autobuses en frente del portòn, cerca a supermercados y bares. una zona llena de tranquilidad y una habitaciòn còmoda.no se incluye alimentaciòn.cerca al cap de passeig maragall, zona de camp de l'arpa.requisitos:persona ordenada y limpia, para correcto convivir.precio negociable.",medium,True,False,True,exterior,1,12.0,1,True,False,False,True,False,False,False,True,True,False,good,,,False,pisocompartido_20240505_raw.json,2024-05-05
